Region,Country,CountryID,Industry,Edition,Category,ParentID,Subcategory,ProductID,Lowest Level,Modelled,Hierarchy Level,Data Type,DataTypeID,Unit,Unit Multiplier,Current/Constant,Currency Conversion,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Asia Pacific,South Korea,280,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Volume (Tonnes),911,000 tonnes,1000,,Volume,124.9788773,133.0571303,140.7910956,141.6718563,157.6556989,160.6168168,163.0925779,167.9876905,165.3593253,166.8922376,174.4210449,171.0097816,168.2904977,164.3570749,167.6014354,169.9776961,172.0630897,174.0842312,175.9108242,177.6081728
Asia Pacific,South Korea,280,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Total Volume,3,million litres,1000000,,Volume,180.5888587,190.0874804,202.7019548,204.7725539,226.4552246,230.6306881,234.0228568,240.4116911,236.1603912,237.6005042,247.4218196,243.9384126,241.2048743,236.3629357,240.6465234,243.9695475,246.9421838,249.8742781,252.5946278,255.18114
Asia Pacific,South Korea,280,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Total Volume (Tonnes),913,000 tonnes,1000,,Volume,141.0960402,148.6683179,158.0136956,159.3751543,175.1071025,178.1855344,180.7921921,185.8361418,182.9151516,184.2780554,191.8302822,188.4703033,185.8342737,182.0235111,185.4329444,188.0005222,190.2923761,192.5416859,194.6171014,196.5849499
Asia Pacific,South Korea,280,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Value RSP,410,USD million,1000000,"Historic Constant 2014 Prices, Forecast Constant 2014 Prices","Historic Fixed 2014 Exchange Rates, Forecast Fixed 2014 Exchange Rates",1325.962299,1401.435738,1500.041377,1556.318151,1728.475714,1737.74991,1753.887592,1778.953074,1801.953375,1815.941583,1878.975324,1777.914762,1730.853822,1687.285993,1692.14699,1682.633542,1669.938343,1654.932068,1638.785777,1620.560891
Asia Pacific,Taiwan,373,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Volume,1,million litres,1000000,,Volume,14.85967511,14.53762624,15.30324598,14.6973671,15.0340375,14.75408192,14.91974987,14.85304606,14.46584445,14.03050673,13.93151382,13.88445122,13.91192727,13.93416954,13.95000601,13.95530851,13.95107089,13.9943941,14.05922764,14.13252633
Asia Pacific,Taiwan,373,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Volume (Tonnes),911,000 tonnes,1000,,Volume,10.71988084,10.49168699,11.04703258,10.60208061,10.84744121,10.66433416,10.78921961,10.73377458,10.44992838,10.13155009,10.05573691,10.01733038,10.0319179,10.04367852,10.05042675,10.04989208,10.04229337,10.06896529,10.11123975,10.1598585
Asia Pacific,Taiwan,373,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Total Volume,3,million litres,1000000,,Volume,28.03485389,27.79168049,28.77286741,27.7426171,28.28582817,28.23954872,28.6752519,28.78174401,28.77615655,28.48392196,28.58567972,28.78614896,29.10066777,29.41790068,29.75991919,30.1243558,30.51417779,30.99466437,31.54258212,32.16553344
Asia Pacific,Taiwan,373,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Total Volume (Tonnes),913,000 tonnes,1000,,Volume,23.89505962,23.74574123,24.51665401,23.64733061,24.09923187,24.14980096,24.54472165,24.66247253,24.76024048,24.58496532,24.70990282,24.91902812,25.2206584,25.52740966,25.86033993,26.21893937,26.60540027,27.06923556,27.59459422,28.19286561
Asia Pacific,Taiwan,373,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Value RSP,410,USD million,1000000,"Historic Constant 2014 Prices, Forecast Constant 2014 Prices","Historic Fixed 2014 Exchange Rates, Forecast Fixed 2014 Exchange Rates",118.6570127,118.0316807,123.9081051,116.3661324,116.2077499,110.7967062,111.6618976,110.2075123,105.0647599,102.7181831,100.974191,100.8885645,103.3290892,104.9665725,105.1159036,105.2890599,105.4641414,106.1081182,107.0398283,108.201643
Asia Pacific,Thailand,364,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Volume,1,million litres,1000000,,Volume,33.37687767,31.93161745,33.59381347,35.47425089,37.5278302,39.55441699,41.8795989,43.89142909,45.26882396,46.38964647,47.82136254,49.85743719,52.58845596,55.21059589,57.8023175,60.22248306,62.45899301,64.62912065,66.70747981,68.6110416
Asia Pacific,Thailand,364,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Volume (Tonnes),911,000 tonnes,1000,,Volume,26.08995383,24.94052417,26.22612625,27.68039275,29.27322716,30.87151971,32.69853541,34.26065321,35.33200705,36.19090416,37.31312192,38.93110213,41.06528908,43.1184005,45.13379988,47.01480288,48.75042711,50.43044868,52.04100202,53.52317673
Asia Pacific,Thailand,364,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Total Volume,3,million litres,1000000,,Volume,34.45111307,33.04733889,34.77461167,36.78336078,38.92693254,41.02466291,43.43694653,45.54762803,47.00783285,48.20320809,49.5969485,51.69755525,54.48467595,56.92059589,59.5723175,62.04912306,64.34043221,66.56324015,68.68995229,70.63712848
Asia Pacific,Thailand,364,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Total Volume (Tonnes),913,000 tonnes,1000,,Volume,27.16418924,26.05624561,27.40692446,28.98950264,30.6723295,32.34176564,34.25588304,35.91685215,37.07101594,38.00446578,39.08870788,40.77122019,42.96150907,44.8284005,46.90379988,48.84144288,50.63186631,52.36456818,54.0234745,55.54926361
Asia Pacific,Thailand,364,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Value RSP,410,USD million,1000000,"Historic Constant 2014 Prices, Forecast Constant 2014 Prices","Historic Fixed 2014 Exchange Rates, Forecast Fixed 2014 Exchange Rates",242.3745326,230.0412192,241.2170725,254.1520376,263.7234099,267.2830483,273.5937569,286.6587901,290.4219439,308.3555401,309.7343026,316.1401846,336.5429562,357.8792333,376.3398526,399.9473923,422.606172,444.5628311,464.2650389,481.356663
Asia Pacific,Uzbekistan,383,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Volume,1,million litres,1000000,,Volume,37.94692109,39.10131291,39.35536472,40.35,43.396425,44.4584402,46.18787352,47.46023555,48.84525928,50.28474691,53.77065928,57.112937,60.0249573,61.64444984,63.49191051,65.5960522,67.79301142,70.37803311,73.42800248,76.9711918
Asia Pacific,Uzbekistan,383,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Volume (Tonnes),911,000 tonnes,1000,,Volume,26.55389512,27.3582661,27.53332489,28.2264835,30.35429569,31.09604905,32.3042054,33.19144557,34.15887326,35.16464453,37.60197077,39.93870837,41.97434264,43.10553347,44.39637111,45.86698321,47.40257165,49.20995534,51.34275812,53.8207908
Asia Pacific,Uzbekistan,383,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Total Volume,3,million litres,1000000,,Volume,38.38985258,39.55753235,39.93781964,40.94574286,44.12726197,45.20699443,46.95148866,48.24830142,49.65854326,51.12211885,54.69915817,58.1601194,61.19483906,62.93799253,64.91600763,67.15690073,69.48953937,72.20530966,75.38466946,79.05817556
Asia Pacific,Uzbekistan,383,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Total Volume (Tonnes),913,000 tonnes,1000,,Volume,26.99682662,27.81448554,28.11577981,28.82222637,31.08513266,31.84460328,33.06782054,33.97951144,34.97215724,36.00201647,38.53046965,40.98589078,43.1442244,44.39907616,45.82046824,47.42783174,49.0990996,51.03723189,53.2994251,55.90777455
Asia Pacific,Uzbekistan,383,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Value RSP,410,USD million,1000000,"Historic Constant 2014 Prices, Forecast Constant 2014 Prices","Historic Fixed 2014 Exchange Rates, Forecast Fixed 2014 Exchange Rates",93.03804061,104.0745708,121.1356618,131.3020768,144.3513773,171.5399545,196.9055872,222.4981609,240.3035657,245.4497989,254.9996051,282.4534682,328.1699746,350.8857256,379.9201323,407.6781934,436.6139755,465.8149273,494.0825096,521.7463855
Asia Pacific,Vietnam,387,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Volume,1,million litres,1000000,,Volume,14.3585,15.41832,16.282296,16.91814384,17.84510925,18.79204277,19.90012301,21.18877332,22.29844767,23.46413322,24.82936785,26.30731864,28.21245456,30.42615287,32.6132792,34.92875897,37.56763238,40.42845834,43.49493108,46.85348661
Asia Pacific,Vietnam,387,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Volume (Tonnes),911,000 tonnes,1000,,Volume,11.82095,12.616824,13.25298,13.73518094,14.47868074,15.22101838,16.08967103,17.05651379,17.88889515,18.75047467,19.76427844,20.84651842,22.22387868,23.81183248,25.37801027,27.01649992,28.87011482,30.89441051,33.06850862,35.45531926
Asia Pacific,Vietnam,387,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Total Volume,3,million litres,1000000,,Volume,22.4218401,23.93793,25.156796,26.06921904,27.64929195,29.40952737,31.50479351,33.92715099,36.14543065,38.45761924,41.12815734,43.86961907,47.07224213,50.60635539,54.3284645,58.31356374,62.81134583,67.74612811,73.13158541,79.08558626
Asia Pacific,Vietnam,387,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Total Volume (Tonnes),913,000 tonnes,1000,,Volume,19.8842901,21.136434,22.12748,22.88625614,24.28286344,25.83850298,27.69434153,29.79489146,31.73587813,33.74396069,36.06306794,38.40881884,41.08366624,43.992035,47.09319557,50.40130469,54.11382827,58.21208028,62.70516295,67.68741891
Asia Pacific,Vietnam,387,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Value RSP,410,USD million,1000000,"Historic Constant 2014 Prices, Forecast Constant 2014 Prices","Historic Fixed 2014 Exchange Rates, Forecast Fixed 2014 Exchange Rates",58.43805158,67.38667836,69.79819462,69.44173824,67.64481399,69.37822092,72.06813406,76.41343377,70.73486129,74.55301191,77.27024117,77.40239713,85.8916732,93.68188927,100.369106,109.5556015,123.0546242,136.6813574,152.9472681,172.758972
Australasia,Australia,170,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Volume,1,million litres,1000000,,Volume,217.6975328,226.6394998,234.0282319,233.9840923,237.0156175,239.0396312,241.554354,244.2009187,246.5143734,252.7824925,261.4296515,266.4272018,261.4387346,264.7245281,263.8330902,266.4391873,269.5027095,273.0852555,277.186796,281.6430664
Australasia,Australia,170,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Volume (Tonnes),911,000 tonnes,1000,,Volume,155.4840887,161.7869246,166.9966878,167.020515,169.2671005,170.7292526,172.5207778,174.4064199,176.1573556,180.6384365,186.5852744,190.1278675,186.7398236,189.2686407,188.6803448,190.5697423,192.7889754,195.3846247,198.353159,201.5807495
Australasia,Australia,170,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Total Volume,3,million litres,1000000,,Volume,257.6259801,271.4096179,282.6817169,286.7467342,292.6153151,296.8343559,301.4984196,306.300163,310.713768,318.5554769,329.2827679,337.0691829,336.0917218,344.4377903,348.3975227,355.3843613,362.5378153,370.0289445,377.8927526,385.8713489
Australasia,Australia,170,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Total Volume (Tonnes),913,000 tonnes,1000,,Volume,195.3965066,206.5410026,215.6341029,219.767257,224.8508186,228.50787,232.4484945,236.4891028,240.3400232,246.3945433,254.4214288,260.7527848,261.3756104,268.9646338,273.2274179,279.4974527,285.8065304,292.3106926,299.0414417,305.7913226
Australasia,Australia,170,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Value RSP,410,USD million,1000000,"Historic Constant 2014 Prices, Forecast Constant 2014 Prices","Historic Fixed 2014 Exchange Rates, Forecast Fixed 2014 Exchange Rates",1383.574995,1398.484376,1444.579391,1475.755316,1507.065454,1488.600771,1470.865691,1488.053546,1499.044888,1621.22384,1690.306825,1707.849651,1654.015067,1712.780259,1717.400137,1747.20085,1782.507148,1824.450367,1871.400762,1925.636977
Australasia,New Zealand,327,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Volume,1,million litres,1000000,,Volume,37.17579593,38.26417038,39.33855223,39.85743748,40.50211129,41.53478853,42.76000945,43.13278479,42.49632357,41.98274593,42.06795838,42.14983262,42.3333592,42.76455611,43.09498064,43.37990394,43.55339651,43.67882736,43.74754959,43.73377604
Australasia,New Zealand,327,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Volume (Tonnes),911,000 tonnes,1000,,Volume,26.31419927,27.08128227,27.84266354,28.22537486,28.70977908,29.47743777,30.401067,30.74737645,30.34118103,30.01852655,30.11733901,30.20622926,30.35865271,30.68738342,30.93985428,31.15977107,31.30097217,31.40813109,31.47463275,31.48199762
Australasia,New Zealand,327,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Total Volume,3,million litres,1000000,,Volume,59.71842141,61.05521838,62.35189532,63.23109967,64.24032734,65.62560056,67.12663331,67.91249074,67.56998877,66.95801012,67.20517553,67.54440026,68.04980205,68.9259975,69.78892515,70.69117424,71.57152759,72.47567775,73.40431169,74.3596551
Australasia,New Zealand,327,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Total Volume (Tonnes),913,000 tonnes,1000,,Volume,48.83620095,49.85168028,50.83530662,51.57813005,52.42694178,53.54707013,54.7462994,55.5055198,55.39321895,54.97232566,55.23287643,55.57885701,56.05287045,56.82626633,57.61094705,58.4479611,59.29581526,60.18153047,61.10785005,62.08426124
Australasia,New Zealand,327,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Value RSP,410,USD million,1000000,"Historic Constant 2014 Prices, Forecast Constant 2014 Prices","Historic Fixed 2014 Exchange Rates, Forecast Fixed 2014 Exchange Rates",205.8208572,205.9556177,207.1307321,210.0350701,212.7247026,219.1718391,228.0407906,245.7115101,254.4834422,265.5973146,273.5579909,278.6048215,285.2418984,292.4186897,294.8172908,296.8353871,298.8213827,300.7557376,302.6543011,304.4195416
Eastern Europe,Belarus,179,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Volume,1,million litres,1000000,,Volume,54.78064087,45.2608603,43.92469394,41.92050737,41.58642789,45.59485892,48.10014788,44.5937932,40.90674817,39.41373127,45.2484316,40.85,38.79565,38.6678,38.9780624,39.45949167,40.03083244,40.6866128,41.39405829,42.11851131
Eastern Europe,Belarus,179,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Volume (Tonnes),911,000 tonnes,1000,,Volume,38.34644861,31.68260221,30.74728576,29.34435516,29.11049952,31.91640125,33.67010351,31.63965524,29.02472372,27.95961189,31.93040212,28.835,27.378235,27.29102,27.51033416,27.84860471,28.24792155,28.70901589,29.20829005,29.72043245
Eastern Europe,Belarus,179,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Total Volume,3,million litres,1000000,,Volume,55.47927967,45.88041319,44.5058965,42.47828747,42.21222995,46.29321775,48.84952318,45.38171428,41.73422289,40.28216598,46.16028805,41.67887751,39.57892,39.46377,39.78835986,40.29004657,40.88630398,41.57202585,42.31488785,43.08077821
Eastern Europe,Belarus,179,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Total Volume (Tonnes),913,000 tonnes,1000,,Volume,39.04508741,32.3021551,31.32848832,29.90213526,29.73630158,32.61476007,34.41947881,32.42757632,29.85219843,28.8280466,32.84225857,29.66387751,28.161505,28.08699,28.32063162,28.6791596,29.10339309,29.59442894,30.12911962,30.68269935
Eastern Europe,Belarus,179,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Value RSP,410,USD million,1000000,"Historic Constant 2014 Prices, Forecast Constant 2014 Prices","Historic Fixed 2014 Exchange Rates, Forecast Fixed 2014 Exchange Rates",71.9360666,77.48641691,77.08133674,64.38757743,68.00379659,79.13497018,90.30483704,99.76896882,108.1347152,109.1367235,127.8733662,224.0643776,183.6857325,184.0738288,186.695174,190.9446561,196.1005908,202.0335969,208.6741503,215.9674054
Eastern Europe,Bosnia-Herzegovina,183,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Volume,1,million litres,1000000,,Volume,4.642643596,4.433603499,4.841396452,5.246165339,5.504587033,5.751961156,5.918834562,4.901151705,4.578609466,4.298504725,4.158623359,4.415830052,4.565591009,4.183229822,4.344473267,4.462821014,4.575079679,4.687101189,4.798472923,4.910177222
Eastern Europe,Bosnia-Herzegovina,183,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Volume (Tonnes),911,000 tonnes,1000,,Volume,3.391757137,3.245429069,3.549924922,3.852074125,4.049613501,4.237908096,4.3699481,3.545421948,3.294956862,3.104695716,3.026004014,3.217482929,3.329307036,3.050199718,3.16694874,3.253298735,3.33534751,3.417187102,3.498524953,3.580040862
Eastern Europe,Bosnia-Herzegovina,183,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Total Volume,3,million litres,1000000,,Volume,5.032643596,4.853603499,5.291396452,5.726165339,6.014587033,6.321961156,6.578834562,5.651151705,5.358609466,5.063504725,4.918623359,5.198630052,5.367961009,4.937457622,5.121327901,5.282402652,5.442197053,5.601910019,5.76176662,5.921635605
Eastern Europe,Bosnia-Herzegovina,183,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Total Volume (Tonnes),913,000 tonnes,1000,,Volume,3.781757137,3.665429069,3.999924922,4.332074125,4.559613501,4.807908096,5.0299481,4.295421948,4.074956862,3.869695716,3.786004014,4.000282929,4.131677036,3.804427518,3.943803374,4.072880374,4.202464884,4.331995932,4.46181865,4.591499244
Eastern Europe,Bosnia-Herzegovina,183,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Value RSP,410,USD million,1000000,"Historic Constant 2014 Prices, Forecast Constant 2014 Prices","Historic Fixed 2014 Exchange Rates, Forecast Fixed 2014 Exchange Rates",36.63204762,33.6560021,36.18795054,39.47254727,41.50591795,42.09870871,42.71999989,36.07464126,34.19628694,34.50649608,31.82794827,33.15573087,33.72463035,30.31241214,31.11001765,32.27946566,33.2686526,34.18692983,35.04749206,35.85374826
Eastern Europe,Bulgaria,184,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Volume,1,million litres,1000000,,Volume,7.317539091,7.058083599,7.616935404,8.016894544,7.890677684,8.002894461,8.202216433,8.399612079,8.612993985,8.846608228,9.071589489,8.996743051,8.600289994,8.392503554,8.784184224,9.158015578,9.527094518,9.924347024,10.33054911,10.77051575
Eastern Europe,Bulgaria,184,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Volume (Tonnes),911,000 tonnes,1000,,Volume,5.155330409,4.97243434,5.363821842,5.644539069,5.556174731,5.632835518,5.771381717,5.909644351,6.058708165,6.222101866,6.379392544,6.326189361,6.047612794,5.901910185,6.176668462,6.43860444,6.696988657,6.975174265,7.259647302,7.567761978
Eastern Europe,Bulgaria,184,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Total Volume,3,million litres,1000000,,Volume,8.192944947,7.908382385,8.513483931,8.964344091,8.851217017,8.992006205,9.226680639,9.463890345,9.716420055,9.985531136,10.24231702,10.17737972,9.754119885,9.527749214,9.965692268,10.39676975,10.82107487,11.25501535,11.6909417,12.15468445
Eastern Europe,Bulgaria,184,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Total Volume (Tonnes),913,000 tonnes,1000,,Volume,6.030736265,5.822733125,6.260370369,6.591988616,6.516714063,6.621947262,6.795845923,6.973922617,7.162134234,7.361024774,7.550120073,7.506826027,7.201442685,7.037155845,7.358176507,7.677358607,7.990969012,8.305842586,8.620039884,8.951930684
Eastern Europe,Bulgaria,184,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Value RSP,410,USD million,1000000,"Historic Constant 2014 Prices, Forecast Constant 2014 Prices","Historic Fixed 2014 Exchange Rates, Forecast Fixed 2014 Exchange Rates",106.8701947,107.4733501,112.984604,117.1680755,110.1341425,106.4786019,101.575159,96.20669741,89.9519913,91.79127995,93.84391109,94.87846425,93.26044093,96.24464312,98.35895557,98.89798831,100.1551514,103.1938966,106.8611137,111.4559019
Eastern Europe,Croatia,204,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Volume,1,million litres,1000000,,Volume,17.91749062,17.8687942,18.61328364,19.41311282,19.9525549,20.66128344,21.2380644,22.15138713,22.39584376,21.28751713,21.19519327,20.6828626,20.13885606,19.86517158,19.82953554,19.90361933,20.0830571,20.37707138,20.75068989,21.12752774
Eastern Europe,Croatia,204,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Volume (Tonnes),911,000 tonnes,1000,,Volume,12.59422922,12.56091844,13.08243985,13.64260895,14.02218873,14.51917893,14.92393563,15.56392498,15.7350916,14.95619717,14.89156134,14.53475382,14.15218188,13.96234511,13.93826962,13.99054681,14.11631504,14.3225418,14.58471602,14.8492701
Eastern Europe,Croatia,204,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Total Volume,3,million litres,1000000,,Volume,21.86481898,21.93894723,22.80094169,23.65916379,24.27858695,25.09586155,25.79554986,26.80835891,27.14177324,25.84755653,25.73775235,25.23143008,24.98885606,24.81903636,24.9006835,25.10654522,25.44562815,25.90745202,26.45773677,26.73752774
Eastern Europe,Croatia,204,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Total Volume (Tonnes),913,000 tonnes,1000,,Volume,16.54155759,16.63107148,17.2700979,17.88865991,18.34822078,18.95375703,19.48142109,20.22089676,20.48102108,19.51623657,19.43412043,19.0833213,19.00218188,18.91620989,19.00941757,19.19347271,19.47888609,19.85292243,20.2917629,20.4592701
Eastern Europe,Croatia,204,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Value RSP,410,USD million,1000000,"Historic Constant 2014 Prices, Forecast Constant 2014 Prices","Historic Fixed 2014 Exchange Rates, Forecast Fixed 2014 Exchange Rates",253.9448924,248.9609501,252.9462716,263.5503265,259.7666073,259.5159341,258.5077224,263.2942897,250.7129625,229.3193671,238.6275195,229.7364553,224.6269648,220.4063789,219.817426,219.9902411,220.8408266,221.8063812,223.5459339,225.7306657
Eastern Europe,Czech Republic,205,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Volume,1,million litres,1000000,,Volume,30.00652808,30.25668796,31.3840732,32.38018297,29.46041263,27.64340766,28.05154694,30.48494946,31.6893331,32.83149009,32.67676094,32.51047013,32.60712692,31.86233652,32.01121128,32.59110003,33.44655254,34.37015293,35.32125119,36.29684141
Eastern Europe,Czech Republic,205,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Volume (Tonnes),911,000 tonnes,1000,,Volume,20.78212032,20.95902081,21.73785556,22.42484448,20.39215713,19.12913014,19.38498555,21.06418004,21.89682973,22.68546717,22.57772708,22.46642869,22.5335609,22.01743949,22.12000188,22.51878659,23.10799376,23.74541874,24.40281572,25.07741776
Eastern Europe,Czech Republic,205,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Total Volume,3,million litres,1000000,,Volume,39.52706017,40.1892694,41.7702798,43.20120095,39.58708851,37.79578416,38.31388629,41.39526897,42.99444855,44.51022521,44.26738051,43.98964221,44.1141519,43.08694984,43.27759086,43.96674605,44.99788481,46.15065986,47.36756049,48.64025182
Eastern Europe,Czech Republic,205,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Total Volume (Tonnes),913,000 tonnes,1000,,Volume,30.30265241,30.89160224,32.12406216,33.24586246,30.51883301,29.28150663,29.64732489,31.97449955,33.20194518,34.36420229,34.16834665,33.94560077,34.04058587,33.24205282,33.38638145,33.89443261,34.65932603,35.52592568,36.44912502,37.42082816
Eastern Europe,Czech Republic,205,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Value RSP,410,USD million,1000000,"Historic Constant 2014 Prices, Forecast Constant 2014 Prices","Historic Fixed 2014 Exchange Rates, Forecast Fixed 2014 Exchange Rates",199.8792899,192.5998835,194.2641211,198.0508465,170.0305361,155.1754067,153.4271149,165.0899002,162.1076047,166.5628745,162.7570278,159.6981925,156.4953457,154.2150905,155.3518528,158.2268355,162.6977028,167.7649753,173.2562002,179.0737008
Eastern Europe,Estonia,237,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Volume,1,million litres,1000000,,Volume,4.668753623,4.936807979,5.136784162,5.452904211,5.830516454,6.304320533,6.764852802,7.044406733,7.157743202,6.392416076,6.45992492,6.541605982,6.598620617,6.704321543,6.783503001,6.864279219,6.949162477,7.037778785,7.131004777,7.23355571
Eastern Europe,Estonia,237,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Volume (Tonnes),911,000 tonnes,1000,,Volume,3.271064167,3.458899984,3.59939182,3.821132332,4.085606639,4.417760178,4.740709687,4.936857889,5.018228451,4.480086282,4.528190991,4.585580883,4.625707044,4.699812363,4.755344439,4.812008388,4.871504083,4.933562688,4.998854037,5.070633401
Eastern Europe,Estonia,237,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Total Volume,3,million litres,1000000,,Volume,5.017924615,5.284370546,5.513903308,5.851438922,6.242503675,6.73686542,7.219905432,7.525009315,7.653336975,6.857198151,6.918582499,7.010056495,7.070802735,7.182501544,7.273051121,7.368075579,7.46451389,7.562882074,7.664961601,7.775620673
Eastern Europe,Estonia,237,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Total Volume (Tonnes),913,000 tonnes,1000,,Volume,3.62023516,3.806462552,3.976510966,4.219667042,4.49759386,4.850305065,5.195762317,5.41746047,5.513822225,4.944868356,4.98684857,5.054031396,5.097889162,5.177992365,5.244892559,5.315804747,5.386855496,5.458665977,5.532810861,5.612698365
Eastern Europe,Estonia,237,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Value RSP,410,USD million,1000000,"Historic Constant 2014 Prices, Forecast Constant 2014 Prices","Historic Fixed 2014 Exchange Rates, Forecast Fixed 2014 Exchange Rates",34.0600327,32.94633316,33.42651969,34.95739074,35.60664542,36.5383299,37.07234361,39.45905042,39.31152322,34.86819513,37.79472497,40.88022245,42.29779773,43.52497107,44.21104077,44.74132898,45.29698951,45.86097684,46.45342664,47.03058137
Eastern Europe,Georgia,248,Packaged Food,2015,Ice Cream,160660,  Ice Cream,160660,no,no,1,Retail Volume,1,million litres,1000000,,Volume,6.894141915,7.076147262,7.257296631,7.436551858,7.979939131,8.225472019,8.336379162,8.48043165,8.670349623,8.829537304,9.058886762,9.249137997,9.478619653,9.75,9.988056378,10.20203422,10.41024441,10.52597926,10.67407947,10.85860955
